									Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count
116	true	Empty	Peptidase S8 and S53 domain-containing protein OS=Dictyostelium discoideum GN=V4-7 PE=4 SV=1	tr|Q54TD0|Q54TD0_DICDI		76 kDa	true	unknown	5	10	4	0	5	1	20	1	0	9	8	6	5	2	1	6
117	true	Empty	Dipeptidyl-peptidase 3 OS=Dictyostelium discoideum GN=dpp3-1 PE=3 SV=1	sp|Q557H1|DPP3_DICDI		78 kDa	true	unknown	6	11	20	1	15	14	26	8	2	20	14	10	0	2	1	20
118	true	Empty	Puromycin-sensitive aminopeptidase-like protein OS=Dictyostelium discoideum GN=psaA PE=4 SV=1	tr|Q55CT4|Q55CT4_DICDI		99 kDa	true	unknown	14	16	17	0	7	14	25	10	4	19	8	7	0	0	16	22
119	true	Empty	Ran-specific GTPase-activating protein homolog OS=Dictyostelium discoideum GN=ranbp1 PE=1 SV=1	sp|Q54KD9|RANG_DICDI		22 kDa	true	unknown	9	9	18	0	11	6	2	0	0	8	3	4	0	12	8	7
120	true	Empty	60S ribosomal protein L11 OS=Dictyostelium discoideum GN=rpl11 PE=2 SV=2	sp|P16168|RL11_DICDI		22 kDa	true	unknown	6	6	7	1	5	2	3	0	0	14	4	7	3	4	6	6
121	true	Empty	60 kDa heat shock protein, mitochondrial OS=Dictyostelium discoideum GN=hspA PE=2 SV=1	sp|Q54J97|CH60_DICDI		60 kDa	true	unknown	11	21	20	6	12	3	26	3	3	12	12	13	0	1	6	15
122	true	Empty	Uricase OS=Dictyostelium discoideum GN=uox PE=3 SV=1	sp|Q54LT2|URIC_DICDI		33 kDa	true	unknown	12	12	3	3	9	6	12	0	0	14	2	5	1	3	13	12
123	true	Empty	Outer membrane protein F precursor (Pori	sp|P02931|OMPF_ECOLI		39 kDa	true	unknown	3	4	10	13	5	7	5	0	0	3	7	11	7	9	5	8
124	true	Empty	Calreticulin OS=Dictyostelium discoideum GN=crtA PE=1 SV=3	sp|Q23858|CALR_DICDI		48 kDa	true	unknown	5	7	16	9	12	3	13	4	0	10	10	4	0	5	4	10
125	true	Empty	6-phosphogluconate dehydrogenase, decarboxylating OS=Dictyostelium discoideum GN=gnd PE=3 SV=1	sp|Q8TA03|6PGD_DICDI		54 kDa	true	unknown	4	5	18	1	15	9	16	3	3	20	9	9	1	0	16	8
126	true	Empty	60S ribosomal protein L13 OS=Dictyostelium discoideum GN=rpl13 PE=3 SV=1	sp|Q54E20|RL13_DICDI		24 kDa		unknown	12	12	5	0	8	3	4	0	0	11	2	4	2	4	10	8
127	true	Empty	V-type proton ATPase subunit B OS=Dictyostelium discoideum GN=vatB PE=1 SV=1	sp|Q76NU1|VATB_DICDI		55 kDa	true	unknown	6	7	4	0	11	14	0	7	0	18	14	14	1	1	15	17
128	true	Empty	Endoplasmin homolog OS=Dictyostelium discoideum GN=grp94 PE=2 SV=2	sp|Q9NKX1|ENPL_DICDI		87 kDa	true	unknown	5	13	5	0	12	15	14	1	1	2	6	2	1	4	11	17
129	true	Empty	Probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Dictyostelium discoideum GN=mmsdh PE=3 SV=1	sp|Q54I10|MMSA_DICDI		57 kDa	true	unknown	6	5	12	4	11	9	14	6	8	13	8	8	0	3	12	11
130	true	Empty	Clathrin heavy chain OS=Dictyostelium discoideum GN=chcA PE=1 SV=1	sp|P25870|CLH_DICDI		194 kDa	true	unknown	9	9	5	0	3	24	5	4	0	17	10	8	1	2	19	28
131	true	Empty	60S ribosomal protein L6 OS=Dictyostelium discoideum GN=rpl6 PE=1 SV=1	sp|Q54D63|RL6_DICDI		26 kDa	true	unknown	13	13	7	0	4	6	4	0	0	18	6	3	2	4	6	6
132	true	Empty	60S ribosomal protein L8 OS=Dictyostelium discoideum GN=rpl8 PE=1 SV=2	sp|P13023|RL8_DICDI		28 kDa	true	unknown	13	13	7	0	4	3	4	0	0	12	2	4	2	6	9	10
133	true	Empty	GTP-binding nuclear protein Ran OS=Dictyostelium discoideum GN=ranA PE=1 SV=1	sp|P33519|RAN_DICDI		24 kDa		unknown	6	6	9	1	7	6	5	0	0	10	5	3	0	0	7	9
134	true	Empty	Phosphoglycerate kinase OS=Dictyostelium discoideum GN=pgkA PE=1 SV=2	sp|Q9GPM4|PGK_DICDI		46 kDa	true	unknown	8	7	14	1	14	7	18	8	2	17	6	7	0	3	11	11
135	true	Empty	Elongation factor Tu, mitochondrial OS=Dictyostelium discoideum GN=tufm PE=1 SV=2	sp|Q54HB2|EFTU_DICDI		46 kDa	true	unknown	7	7	0	0	11	13	4	3	0	8	4	16	2	1	19	12
136	true	Empty	Dihydrolipoyl dehydrogenase, mitochondrial OS=Dictyostelium discoideum GN=lpd PE=3 SV=1	sp|Q54EW8|DLDH_DICDI		52 kDa	true	unknown	3	5	17	6	15	8	16	3	3	11	10	10	1	14	11	12
137	true	Empty	Rab GDP dissociation inhibitor alpha OS=Dictyostelium discoideum GN=DDB_G0268034 PE=4 SV=1	tr|Q55FM7|Q55FM7_DICDI		51 kDa	true	unknown	7	8	18	2	12	8	24	7	2	16	8	1	0	3	13	17
138	true	Empty	V-type proton ATPase subunit E OS=Dictyostelium discoideum GN=vatE PE=1 SV=1	sp|O00780|VATE_DICDI		27 kDa	true	unknown	14	14	2	0	17	5	0	0	0	14	5	3	1	5	6	6
139	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0277615 PE=1 SV=1	tr|Q75JY8|Q75JY8_DICDI		56 kDa		unknown	13	13	14	0	15	6	4	0	0	17	2	4	1	2	15	10
140	true	Empty	Mitochondrial-processing peptidase subunit alpha-2 OS=Dictyostelium discoideum GN=mppA2 PE=1 SV=1	sp|Q54F93|MPPA2_DICDI		48 kDa	true	unknown	4	4	0	15	16	10	23	1	0	18	9	7	1	11	9	11
141	true	Empty	Guanine nucleotide-binding protein subunit beta-like protein OS=Dictyostelium discoideum GN=gpbB PE=1 SV=2	sp|P46800|GBLP_DICDI		36 kDa	true	unknown	8	11	9	3	6	5	15	0	0	13	3	5	2	7	13	17
142	true	Empty	40S ribosomal protein S6 OS=Dictyostelium discoideum GN=rps6 PE=1 SV=1	sp|Q54UU3|RS6_DICDI		26 kDa	true	unknown	11	11	3	3	7	5	7	0	0	12	3	3	2	5	8	8
143	true	Empty	40S ribosomal protein S8 OS=Dictyostelium discoideum GN=rps8 PE=1 SV=1	sp|Q54E24|RS8_DICDI		24 kDa	true	unknown	10	10	6	3	9	4	4	0	0	12	1	6	4	5	6	5
144	true	Empty	Nucleoside diphosphate kinase, mitochondrial OS=Dictyostelium discoideum GN=ndkM PE=1 SV=2	sp|P34093|NDKM_DICDI		24 kDa	true	unknown	11	11	11	4	8	3	9	0	0	6	6	4	1	2	6	5
145	true	Empty	40S ribosomal protein S5 OS=Dictyostelium discoideum GN=rps5 PE=3 SV=1	sp|Q54MA6|RS5_DICDI		21 kDa		unknown	12	12	3	2	4	1	5	0	0	11	4	2	0	5	6	8
146	true	Empty	Acetyl-CoA carboxylase OS=Dictyostelium discoideum GN=accA PE=3 SV=1	sp|Q54J08|ACAC_DICDI		257 kDa	true	unknown	3	4	5	0	10	25	0	4	0	28	22	5	0	0	17	20
147	true	Empty	Ribose transport ATP-binding protein rbs	rsp|P04983|RBSA_ECOLI		?	true	unknown	0	0	0	0	0	0	1	0	0	1	2	0	0	0	3	1
148	true	Empty	Trans-2-enoyl-CoA reductase, mitochondrial OS=Dictyostelium discoideum GN=mecr PE=3 SV=1	sp|Q54YT4|MECR_DICDI		39 kDa		unknown	12	13	6	8	8	8	12	0	0	16	6	6	4	8	8	8
149	true	Empty	Putative uncharacterized protein gxcC OS=Dictyostelium discoideum GN=gxcC PE=4 SV=1	tr|Q54P24|Q54P24_DICDI		139 kDa	true	unknown	3	3	3	0	4	18	0	2	0	7	6	6	0	22	13	14
150	true	Empty	Probable cytoplasmic aconitate hydratase OS=Dictyostelium discoideum GN=aco1 PE=3 SV=1	sp|Q54X73|ACOC_DICDI		98 kDa	true	unknown	9	14	16	0	11	14	16	10	5	20	7	6	0	0	9	16
151	true	Empty	Serine hydroxymethyltransferase 1 OS=Dictyostelium discoideum GN=shmt1 PE=1 SV=1	sp|Q54Z26|GLYC1_DICDI		51 kDa	true	unknown	9	10	6	0	19	7	17	8	0	13	7	7	0	1	12	11
152	true	Empty	Severin OS=Dictyostelium discoideum GN=sevA PE=1 SV=1	sp|P10733|SEVE_DICDI		40 kDa		unknown	13	17	7	0	10	5	12	0	0	19	4	6	1	9	10	8
153	true	Empty	Isocitrate dehydrogenase [NADP] cytoplasmic OS=Dictyostelium discoideum GN=idhC PE=1 SV=1	sp|Q75JR3|IDHC_DICDI		46 kDa	true	unknown	8	10	12	0	14	7	5	0	0	9	3	6	0	1	9	12
154	true	Empty	Mitochondrial outer membrane protein porin OS=Dictyostelium discoideum GN=porA PE=1 SV=1	sp|Q01501|VDAC_DICDI		30 kDa	true	unknown	10	10	5	12	16	8	19	0	0	1	6	6	1	2	10	7
155	true	Empty	Hyaluronan/mRNA binding family protein OS=Dictyostelium discoideum GN=DDB_0187793 PE=4 SV=1	tr|Q54JD4|Q54JD4_DICDI		29 kDa	true	unknown	7	10	0	1	8	9	0	0	0	12	3	3	2	6	10	8
156	true	Empty	Calcium-regulated actin-bundling protein OS=Dictyostelium discoideum GN=abpB PE=1 SV=1	sp|P24005|ACTB_DICDI		33 kDa	true	unknown	9	11	4	0	9	8	7	0	0	14	5	5	0	1	15	13
157	true	Empty	Fimbrin OS=Dictyostelium discoideum GN=fimA PE=2 SV=2	sp|P54680|FIMB_DICDI		67 kDa	true	unknown	2	7	18	0	7	0	31	7	0	13	12	8	0	2	1	14
158	true	Empty	Bifunctional protein argC, mitochondrial OS=Dictyostelium discoideum GN=argC PE=1 SV=1	sp|Q54M18|ARG56_DICDI		93 kDa	true	unknown	14	26	11	1	12	14	4	7	5	8	4	6	0	0	7	14
159	true	Empty	ADP-ribosylation factor 1 OS=Dictyostelium discoideum GN=arfA PE=1 SV=3	sp|O00909|ARF1_DICDI		21 kDa	true	unknown	11	11	8	0	4	3	11	0	0	9	5	1	1	3	5	7
160	true	Empty	60S ribosomal protein L17 OS=Dictyostelium discoideum GN=rpl17 PE=3 SV=1	sp|Q54NG2|RL17_DICDI		20 kDa	true	unknown	9	9	2	0	5	0	1	0	0	11	3	3	0	1	7	8
161	true	Empty	40S ribosomal protein S9 OS=Dictyostelium discoideum GN=rps9 PE=2 SV=1	sp|P14132|RS9_DICDI		21 kDa	true	unknown	10	10	3	3	10	1	5	0	0	10	8	4	1	4	5	5
162	true	Empty	NAD-dependent epimerase/dehydratase family protein OS=Dictyostelium discoideum GN=DDB_0167100 PE=1 SV=1	tr|Q86HU8|Q86HU8_DICDI		40 kDa		unknown	11	14	5	0	13	11	0	0	0	18	7	5	2	0	18	14
163	true	Empty	Conditioned medium factor receptor 1 OS=Dictyostelium discoideum GN=cmfB PE=1 SV=1	sp|Q9U641|CMFB_DICDI		56 kDa	true	unknown	2	5	5	3	7	3	16	6	0	5	7	6	2	7	14	6
164	true	Empty	Cysteine protease OS=Dictyostelium discoideum GN=DDB_0219654 PE=3 SV=1	tr|Q54F16|Q54F16_DICDI		39 kDa	true	unknown	4	5	5	2	3	4	11	0	0	11	5	3	0	0	5	5
165	true	Empty	Probable ATP-citrate synthase OS=Dictyostelium discoideum GN=acly PE=1 SV=1	sp|Q54YA0|ACLY_DICDI		67 kDa	true	unknown	6	9	7	2	11	6	11	3	0	9	10	15	0	0	4	11
166	true	Empty	40S ribosomal protein S16 OS=Dictyostelium discoideum GN=rps16 PE=3 SV=1	sp|Q54Q51|RS16_DICDI		16 kDa	true	unknown	7	7	7	3	7	4	3	0	0	11	6	4	3	5	7	4
167	true	Empty	Leucyl-tRNA synthetase, cytoplasmic OS=Dictyostelium discoideum GN=leuS PE=3 SV=1	sp|Q54N83|SYLC_DICDI		120 kDa	true	unknown	5	10	17	0	7	15	17	3	0	18	11	2	0	0	9	21
168	true	Empty	Probable serine/threonine-protein kinase roco4 OS=Dictyostelium discoideum GN=roco4 PE=3 SV=1	sp|Q6XHB2|ROCO4_DICDI		193 kDa	true	unknown	0	1	0	3	1	1	0	0	0	0	0	0	0	0	1	40
169	true	Empty	Cathepsin D OS=Dictyostelium discoideum GN=ctsD PE=1 SV=1	sp|O76856|CATD_DICDI		41 kDa		unknown	0	3	6	2	3	9	16	2	0	3	2	5	0	0	7	4
170	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189496 PE=1 SV=1	tr|Q55GC5|Q55GC5_DICDI		19 kDa	true	unknown	3	3	7	0	4	1	6	0	0	9	7	0	0	2	10	12
171	true	Empty	26S proteasome non-ATPase regulatory subunit 2 OS=Dictyostelium discoideum GN=psmD2 PE=2 SV=1	sp|Q54BC6|PSMD2_DICDI		98 kDa	true	unknown	3	7	12	0	3	16	19	8	2	15	7	11	0	3	11	16
172	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189497 PE=4 SV=1	tr|Q55GC4|Q55GC4_DICDI		20 kDa	true	unknown	0	0	3	0	1	1	3	0	0	5	3	1	0	2	4	2
173	true	Empty	Hisactophilin-1 OS=Dictyostelium discoideum GN=hatA PE=1 SV=3	sp|P13231|HATA_DICDI		13 kDa	true	unknown	7	7	4	0	2	1	0	1	0	4	0	0	0	1	3	2
174	true	Empty	Probable transcription-associated protein 1 OS=Dictyostelium discoideum GN=tra1 PE=3 SV=2	rsp|Q54T85|TRA1_DICDI		515 kDa	true	unknown	0	0	1	1	1	1	1	0	0	3	0	1	0	1	4	2
175	true	Empty	60S ribosomal protein L10 OS=Dictyostelium discoideum GN=rpl10 PE=3 SV=2	sp|Q54J69|RL10_DICDI		25 kDa	true	unknown	8	8	2	1	5	3	6	0	0	14	2	4	1	3	10	7
176	true	Empty	40S ribosomal protein S2 OS=Dictyostelium discoideum GN=rps2 PE=1 SV=1	sp|P27685|RS2_DICDI		29 kDa		unknown	8	8	8	2	7	3	6	0	0	7	4	2	2	5	6	4
177	true	Empty	WD repeat-containing protein 2 homolog OS=Dictyostelium discoideum GN=wdpA PE=2 SV=2	sp|P54686|WD42_DICDI		64 kDa	true	unknown	4	10	10	0	4	0	27	6	0	16	4	3	0	0	1	9
178	true	Empty	60S ribosomal protein L14 OS=Dictyostelium discoideum GN=rpl14 PE=3 SV=1	sp|Q54Z09|RL14_DICDI		17 kDa	true	unknown	10	10	7	1	7	3	3	0	0	10	3	4	1	7	5	6
179	true	Empty	Aldose reductase A OS=Dictyostelium discoideum GN=alrA PE=2 SV=1	sp|Q6IMN8|ALRA_DICDI		34 kDa	true	unknown	10	12	8	1	10	2	17	0	0	17	7	2	0	0	7	8
180	true	Empty	Elongation factor G (EF-G).	sp|P0A6M8|EFG_ECOLI		77 kDa	true	unknown	2	5	10	1	0	10	5	6	0	7	22	17	0	17	11	7
181	true	Empty	Probable cycloartenol-C-24-methyltransferase 1 OS=Dictyostelium discoideum GN=smt1 PE=1 SV=1	sp|Q54I98|SMT1_DICDI		40 kDa		unknown	7	9	6	4	7	4	19	0	0	11	3	1	0	1	9	12
182	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0201696 PE=4 SV=1	tr|Q55E77|Q55E77_DICDI		391 kDa	true	unknown	0	0	7	0	2	24	31	1	0	12	10	0	0	3	14	22
183	true	Empty	Circularly permutated Ras protein 2 OS=Dictyostelium discoideum GN=cpras2 PE=3 SV=1	sp|Q54BW4|CPAS2_DICDI		443 kDa	true	unknown	0	0	1	1	0	7	1	0	0	6	6	0	4	0	6	1
184	true	Empty	60S ribosomal protein L21 OS=Dictyostelium discoideum GN=rpl21 PE=3 SV=1	sp|Q54X53|RL21_DICDI		18 kDa	true	unknown	11	11	5	1	4	1	4	0	0	10	3	3	0	4	6	5
185	true	Empty	Mitochondrial substrate carrier family protein N OS=Dictyostelium discoideum GN=mcfN PE=3 SV=2	sp|Q54BF6|MCFN_DICDI		32 kDa	true	unknown	9	9	1	3	11	4	8	0	0	5	2	4	3	2	5	6
186	true	Empty	Fatty acyl-CoA synthetase A OS=Dictyostelium discoideum GN=fcsA PE=1 SV=1	sp|Q55DR6|FCSA_DICDI		75 kDa	true	unknown	2	8	14	1	7	6	13	6	0	8	10	12	0	12	0	14
187	true	Empty	Putative D-lactate dehydrogenase OS=Dictyostelium discoideum GN=ldhA PE=1 SV=1	sp|Q54UF7|LDHD_DICDI		38 kDa	true	unknown	10	9	11	0	5	7	15	1	0	15	7	9	8	0	13	10
188	true	Empty	Actin-related protein 2/3 complex subunit 2 OS=Dictyostelium discoideum GN=arcB PE=1 SV=1	sp|O96623|ARPC2_DICDI		33 kDa	true	unknown	12	12	6	1	10	5	13	0	0	11	7	2	1	0	8	10
189	true	Empty	Adenosine kinase OS=Dictyostelium discoideum GN=adk PE=3 SV=2	sp|Q54MB5|ADK_DICDI		37 kDa	true	unknown	7	5	12	2	6	5	19	0	0	11	4	3	0	0	8	4
190	true	Empty	LIM domain-containing protein E OS=Dictyostelium discoideum GN=limE PE=1 SV=1	sp|O60952|LIME_DICDI		22 kDa		unknown	2	2	4	0	5	4	0	0	0	9	0	5	2	1	11	5
191	true	Empty	Aspartate aminotransferase, cytoplasmic OS=Dictyostelium discoideum GN=aatB PE=3 SV=1	sp|Q54SF7|AATC_DICDI		49 kDa	true	unknown	12	10	12	6	13	7	18	0	0	8	5	4	0	0	9	13
192	true	Empty	Alanyl-tRNA synthetase OS=Dictyostelium discoideum GN=alaS PE=2 SV=1	sp|Q54Y20|SYA_DICDI		106 kDa	true	unknown	11	14	7	0	10	16	12	0	0	10	4	4	0	1	11	18
193	true	Empty	Peptidyl-prolyl cis-trans isomerase A OS=Dictyostelium discoideum GN=ppiA PE=1 SV=1	sp|Q54SM3|PPIA_DICDI		19 kDa	true	unknown	8	8	8	0	7	0	11	0	0	6	4	2	0	1	4	5
194	true	Empty	Putative uncharacterized protein prdx5 OS=Dictyostelium discoideum GN=prdx5 PE=1 SV=1	tr|Q54N76|Q54N76_DICDI		18 kDa	true	unknown	8	8	9	3	10	2	5	0	0	12	5	2	0	0	5	9
195	true	Empty	Aspartate aminotransferase, mitochondrial OS=Dictyostelium discoideum GN=aatA PE=3 SV=1	sp|Q55F21|AATM_DICDI		47 kDa	true	unknown	7	9	14	5	9	8	20	0	0	9	4	6	0	0	14	12
196	true	Empty	Actin-related protein 3 OS=Dictyostelium discoideum GN=arpC PE=1 SV=1	sp|P42528|ARP3_DICDI		47 kDa	true	unknown	13	12	10	0	10	2	12	2	1	15	9	4	0	0	13	11
197	true	Empty	Protein disulfide-isomerase 2 OS=Dictyostelium discoideum GN=pdi2 PE=3 SV=1	sp|Q54EN4|PDI2_DICDI		58 kDa	true	unknown	5	8	9	1	12	3	13	4	0	7	5	3	0	4	9	13
198	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189501 PE=1 SV=1	tr|Q55GC0|Q55GC0_DICDI		33 kDa		unknown	6	8	3	0	6	8	6	0	0	13	5	2	0	0	6	7
199	true	Empty	Protein SCAR OS=Dictyostelium discoideum GN=scrA PE=1 SV=1	sp|Q54NF8|SCAR_DICDI		48 kDa		unknown	0	0	1	0	3	0	1	0	0	1	10	0	0	0	1	2
200	true	Empty	Galactose-binding domain-containing protein OS=Dictyostelium discoideum GN=DD7-1 PE=2 SV=1	tr|Q58A40|Q58A40_DICDI		29 kDa	true	unknown	6	7	5	2	6	4	8	0	0	11	4	4	0	7	5	16
201	true	Empty	Putative actin-28 OS=Dictyostelium discoideum GN=act28 PE=3 SV=1	sp|Q54HE7|ACT28_DICDI		39 kDa	true	unknown	0	0	1	1	4	3	3	2	2	3	1	1	1	2	1	1
202	true	Empty	Sulfide:quinone oxidoreductase, mitochondrial OS=Dictyostelium discoideum GN=sqrdl PE=3 SV=1	sp|Q54DK1|SQRD_DICDI		50 kDa	true	unknown	8	13	0	2	11	11	15	5	1	3	0	15	0	8	16	8
203	true	Empty	60S ribosomal protein L3 OS=Dictyostelium discoideum GN=rpl3 PE=1 SV=2	sp|P34113|RL3_DICDI		45 kDa	true	unknown	7	8	3	0	4	5	7	1	1	6	1	4	0	4	8	6
204	true	Empty	Dihydropyrimidine dehydrogenase [NADP+] OS=Dictyostelium discoideum GN=pyd1 PE=2 SV=1	sp|Q55FT1|DPYD_DICDI		110 kDa	true	unknown	4	4	22	0	2	8	23	2	0	13	8	3	0	0	5	21
205	true	Empty	Glycyl-tRNA synthetase OS=Dictyostelium discoideum GN=glyS PE=1 SV=1	tr|Q54PF9|Q54PF9_DICDI		76 kDa	true	unknown	6	9	10	0	11	7	20	7	2	12	15	4	3	1	1	15
206	true	Empty	Acyl-CoA oxidase OS=Dictyostelium discoideum GN=DDB_0169464 PE=4 SV=1	tr|Q75JL8|Q75JL8_DICDI		70 kDa	true	unknown	14	19	1	0	1	0	4	10	1	9	0	8	1	2	0	1
207	true	Empty	Glycogen phosphorylase 1 OS=Dictyostelium discoideum GN=glpV PE=1 SV=3	sp|Q00766|PHS1_DICDI		98 kDa	true	unknown	9	12	16	0	4	14	11	3	0	13	6	1	0	1	9	15
208	true	Empty	Probable malate dehydrogenase 3 OS=Dictyostelium discoideum GN=mdhC PE=3 SV=1	sp|Q54VM2|MDHC_DICDI		36 kDa	true	unknown	6	9	10	0	8	6	13	0	0	12	4	3	0	0	10	10
209	true	Empty	Aminoadipic semialdehyde synthase OS=Dictyostelium discoideum GN=aass PE=4 SV=1	tr|Q54P64|Q54P64_DICDI		103 kDa	true	unknown	9	17	6	1	7	11	18	11	2	7	4	7	3	0	7	9
210	true	Empty	60S ribosomal protein L18a OS=Dictyostelium discoideum GN=rpl18a PE=3 SV=2	sp|Q54MK8|RL18A_DICDI		20 kDa	true	unknown	16	16	5	0	6	0	4	0	0	8	3	1	0	6	3	6
211	true	Empty	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Dictyostelium discoideum GN=odhB PE=1 SV=1	sp|Q869Y7|ODO2_DICDI		48 kDa	true	unknown	5	7	5	2	7	6	4	1	3	7	2	6	0	1	7	5
212	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0205702 PE=4 SV=1	tr|Q54X02|Q54X02_DICDI		53 kDa	true	unknown	8	7	10	0	11	5	21	0	0	8	4	3	0	1	6	11
213	true	Empty	Guanine nucleotide-binding protein subunit beta OS=Dictyostelium discoideum GN=gpbA PE=1 SV=1	sp|P36408|GBB_DICDI		39 kDa	true	unknown	7	10	5	1	3	7	9	0	0	9	4	3	2	7	5	4
214	true	Empty	Dynein heavy chain, cytoplasmic OS=Dictyostelium discoideum GN=dhcA PE=1 SV=2	sp|P34036|DYHC_DICDI		540 kDa	true	unknown	1	1	1	1	7	24	5	0	0	14	11	11	0	0	15	15
215	true	Empty	Uncharacterized abhydrolase domain-containing protein DDB_G0269086 OS=Dictyostelium discoideum GN=DDB_G0269086 PE=1 SV=2	sp|Q55EQ3|Y9086_DICDI		103 kDa		unknown	4	4	17	0	5	17	1	7	4	1	11	6	0	4	6	18
216	true	Empty	Asparaginyl-tRNA synthetase, cytoplasmic OS=Dictyostelium discoideum GN=asnS1 PE=1 SV=1	sp|Q554D9|SYNC_DICDI		75 kDa		unknown	6	13	12	0	12	6	3	6	0	14	8	8	4	0	3	14
217	true	Empty	AMP-dependent synthetase and ligase domain-containing protein OS=Dictyostelium discoideum GN=DDB_0205849 PE=1 SV=1	tr|Q54WL7|Q54WL7_DICDI		60 kDa	true	unknown	4	7	16	0	4	2	17	11	3	10	5	6	1	0	4	12
218	true	Empty	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Dictyostelium discoideum GN=sdhA PE=3 SV=1	sp|Q9U3X4|DHSA_DICDI		69 kDa	true	unknown	6	6	14	3	6	2	18	3	1	20	5	4	1	10	1	10
219	true	Empty	Zipper-like domain-containing protein OS=Dictyostelium discoideum GN=zipA PE=4 SV=1	tr|Q54L07|Q54L07_DICDI		116 kDa	true	unknown	10	14	19	0	10	14	0	0	4	3	10	4	0	0	1	25
220	true	Empty	Probable glutamyl-tRNA synthetase, cytoplasmic OS=Dictyostelium discoideum GN=gluS PE=2 SV=1	sp|Q54KB8|SYEC_DICDI		86 kDa	true	unknown	3	7	1	0	8	8	15	7	0	14	4	2	0	0	8	7
221	true	Empty	Ras-related protein Rab-7A OS=Dictyostelium discoideum GN=rab7A PE=1 SV=1	sp|P36411|RAB7A_DICDI		23 kDa	true	unknown	7	7	8	0	12	4	5	0	0	10	6	0	0	7	10	9
222	true	Empty	40S ribosomal protein S18 OS=Dictyostelium discoideum GN=rps18 PE=3 SV=1	sp|Q869U7|RS18_DICDI		18 kDa		unknown	10	10	7	1	3	1	0	0	0	10	5	4	2	5	3	6
223	true	Empty	Eukaryotic translation initiation factor 5A OS=Dictyostelium discoideum GN=eif5a PE=1 SV=2	sp|P13651|IF5A_DICDI		17 kDa		unknown	6	6	5	0	6	2	8	0	0	6	5	1	0	1	9	8
224	true	Empty	Superoxide dismutase [Cu-Zn] 1 OS=Dictyostelium discoideum GN=sodA PE=2 SV=1	sp|Q55GQ5|SODC1_DICDI		16 kDa		unknown	5	5	14	3	11	6	5	0	0	14	6	2	0	0	8	5
225	true	Empty	Pyruvate kinase OS=Dictyostelium discoideum GN=pyk PE=3 SV=1	sp|Q54RF5|KPYK_DICDI		55 kDa	true	unknown	4	7	5	0	5	1	16	6	2	12	7	3	0	0	6	10
226	true	Empty	F-actin-capping protein subunit alpha OS=Dictyostelium discoideum GN=acpB PE=1 SV=1	sp|P13022|CAPZA_DICDI		31 kDa	true	unknown	5	6	0	0	6	5	7	0	0	10	4	4	1	4	8	8
227	true	Empty	Bifunctional purine biosynthetic protein purD OS=Dictyostelium discoideum GN=purD PE=1 SV=1	sp|Q54GJ2|PUR2_DICDI		88 kDa	true	unknown	7	11	10	1	6	10	16	8	1	16	4	8	0	0	10	18
228	true	Empty	Glyceraldehyde-3-phosphate dehydrogenase	sp|P0A9B2|G3P1_ECOLI		35 kDa	true	unknown	3	3	6	2	0	4	0	0	0	6	9	7	5	7	5	3
229	true	Empty	Succinyl-CoA ligase [GDP-forming] subunit alpha, mitochondrial OS=Dictyostelium discoideum GN=scsA PE=1 SV=3	sp|P36967|SUCA_DICDI		33 kDa	true	unknown	5	8	1	0	6	5	6	0	0	12	4	4	0	1	7	8
230	true	Empty	DNA-directed RNA polymerase beta' chain	sp|P0A8T7|RPOC_ECOLI		155 kDa	true	unknown	0	0	9	0	0	12	0	1	0	6	29	14	3	11	1	2
231	true	Empty	RNA-binding region RNP-1 domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0284167 PE=4 SV=1	tr|Q54Q30|Q54Q30_DICDI		32 kDa	true	unknown	6	11	0	0	5	5	0	0	0	9	5	5	2	4	6	6
232	true	Empty	Cytosol aminopeptidase OS=Dictyostelium discoideum GN=lap PE=3 SV=1	sp|Q5V9F0|AMPL_DICDI		56 kDa		unknown	3	3	13	2	9	9	18	0	3	14	4	4	0	1	8	7
