long_id	uniprot	mw	is_grouping	spectral_count	bait	condition
50S ribosomal protein L15 OS=Escherichia coli GN=rplO PE=3 SV=1	tr|C3SR37|C3SR37_ECOLX	15	NA	0	GST	GppNHp
Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 11 protein OS=Homo sapiens GN=ALS2CR11 PE=4 SV=1	REVtr|E9PGG4|E9PGG4_HUMAN	209	NA	0	GST	GppNHp
Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1 PE=4 SV=2	REVtr|A6NG51|A6NG51_HUMAN	285	NA	3	GST	GppNHp
50S ribosomal protein L6 OS=Escherichia coli GN=rplF PE=3 SV=1	tr|C3SR17|C3SR17_ECOLX	19	NA	0	GST	GppNHp
Mucin-16 OS=Homo sapiens GN=MUC16 PE=4 SV=2	tr|B5ME49|B5ME49_HUMAN	1519	TRUE	2	GST	GppNHp
Interferon alpha/beta receptor 2 (Fragment) OS=Homo sapiens GN=IFNAR2 PE=4 SV=1	REVtr|C9JCU0|C9JCU0_HUMAN	26	NA	0	GST	GppNHp
Eukaryotic translation initiation factor 4B OS=Homo sapiens GN=EIF4B PE=4 SV=1	tr|E7EX17|E7EX17_HUMAN	70	NA	7	GST	GppNHp
Rho GTPase-activating protein 1 (Fragment) OS=Homo sapiens GN=ARHGAP1 PE=4 SV=1	tr|H0YE29|H0YE29_HUMAN	38	TRUE	0	GST	GppNHp
ATP-dependent Clp protease ATP-binding subunit ClpX OS=Escherichia coli GN=clpX PE=3 SV=1	tr|C3TLS7|C3TLS7_ECOLX	46	NA	0	GST	GppNHp
Protein phosphatase 1 regulatory subunit 12A (Fragment) OS=Homo sapiens GN=PPP1R12A PE=4 SV=1	tr|F8VZN8|F8VZN8_HUMAN	77	TRUE	13	GST	GppNHp
Uncharacterized lipoprotein yfhM OS=Escherichia coli GN=yfhM PE=4 SV=1	tr|E2QPY6|E2QPY6_ECOLX	181	TRUE	0	GST	GppNHp
Translation initiation factor IF-2 OS=Escherichia coli GN=infB PE=3 SV=1	tr|E2QEK3|E2QEK3_ECOLX	97	NA	0	GST	GppNHp
Long-chain-fatty-acid--CoA ligase 4 (Fragment) OS=Homo sapiens GN=ACSL4 PE=4 SV=1	tr|D6RF95|D6RF95_HUMAN	17	NA	0	GST	GppNHp
Choline-phosphate cytidylyltransferase A OS=Homo sapiens GN=PCYT1A PE=4 SV=1	tr|C9JEJ2|C9JEJ2_HUMAN	43	TRUE	0	GST	GppNHp
Nesprin-2 OS=Homo sapiens GN=SYNE2 PE=4 SV=1	tr|G3V5X4|G3V5X4_HUMAN	788	TRUE	3	GST	GppNHp
Leukotriene A-4 hydrolase OS=Homo sapiens GN=LTA4H PE=4 SV=1	tr|F8VV40|F8VV40_HUMAN	67	TRUE	21	GST	GppNHp
30S ribosomal protein S12 OS=Escherichia coli GN=rpsL PE=3 SV=1	tr|C3SQR7|C3SQR7_ECOLX	14	TRUE	0	GST	GppNHp
Coatomer protein complex, subunit beta 2 (Beta prime), isoform CRA_b OS=Homo sapiens GN=COPB2 PE=2 SV=1	tr|B4DZI8|B4DZI8_HUMAN	99	NA	9	GST	GppNHp
Cytochrome d ubiquinol oxidase subunit 1 OS=Escherichia coli GN=cydA PE=4 SV=1	tr|E2QIA5|E2QIA5_ECOLX	58	NA	0	GST	GppNHp
Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens GN=ARPC1B PE=4 SV=1	tr|F8WCG3|F8WCG3_HUMAN	25	TRUE	15	GST	GppNHp
MLL cleavage product C180 OS=Homo sapiens GN=MLL PE=4 SV=1	REVtr|E9PQG7|E9PQG7_HUMAN	432	NA	4	GST	GppNHp
Histone-lysine N-methyltransferase MLL3 (Fragment) OS=Homo sapiens GN=MLL3 PE=4 SV=1	REVtr|H7BY37|H7BY37_HUMAN	270	NA	0	GST	GppNHp
Acridine efflux pump OS=Escherichia coli GN=acrB PE=4 SV=1	tr|E2QH56|E2QH56_ECOLX	114	TRUE	0	GST	GppNHp
D-alanyl-D-alanine carboxypeptidase fraction A OS=Escherichia coli GN=dacA PE=3 SV=1	tr|C3TJK2|C3TJK2_ECOLX	44	TRUE	0	GST	GppNHp
Keratin, type II cytoskeletal 5 (Fragment) OS=Homo sapiens GN=KRT5 PE=4 SV=1	tr|F8VV57|F8VV57_HUMAN	12	TRUE	24	GST	GppNHp
6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens GN=PGD PE=2 SV=1	tr|B4DQJ8|B4DQJ8_HUMAN	52	NA	17	GST	GppNHp
50S ribosomal protein L2 OS=Escherichia coli GN=rplB PE=3 SV=1	tr|C3SQV7|C3SQV7_ECOLX	30	TRUE	0	GST	GppNHp
Acriflavine resistance protein A OS=Escherichia coli GN=acrA PE=4 SV=1	tr|B9VUA5|B9VUA5_ECOLX	42	NA	0	GST	GppNHp
Ras-related protein Rab-7a (Fragment) OS=Homo sapiens GN=RAB7A PE=3 SV=1	tr|C9J592|C9J592_HUMAN	17	TRUE	0	GST	GppNHp
ATP-dependent RNA helicase DDX3Y OS=Homo sapiens GN=DDX3Y PE=2 SV=1	tr|B4DXX7|B4DXX7_HUMAN	73	TRUE	14	GST	GppNHp
Polyribonucleotide nucleotidyltransferase OS=Escherichia coli GN=pnp PE=3 SV=1	tr|E2QEJ9|E2QEJ9_ECOLX	77	TRUE	0	GST	GppNHp
LIM domain only protein 7 OS=Homo sapiens GN=LMO7 PE=4 SV=1	tr|F8WD26|F8WD26_HUMAN	185	NA	0	GST	GppNHp
Ras-related protein Rab-11A OS=Homo sapiens GN=RAB11A PE=3 SV=1	tr|H3BSC1|H3BSC1_HUMAN	22	NA	0	GST	GppNHp
Serine/threonine-protein phosphatase OS=Homo sapiens GN=PPP1CA PE=3 SV=1	tr|A6NNR3|A6NNR3_HUMAN	33	TRUE	15	GST	GppNHp
D-erythrose-4-phosphate dehydrogenase OS=Escherichia coli GN=epd PE=3 SV=1	tr|E2QDR1|E2QDR1_ECOLX	37	NA	0	GST	GppNHp
Alanine--tRNA ligase OS=Escherichia coli GN=alaS PE=3 SV=1	tr|E2QQE5|E2QQE5_ECOLX	96	TRUE	0	GST	GppNHp
LVV-hemorphin-7 (Fragment) OS=Homo sapiens GN=HBB PE=3 SV=1	tr|F8W6P5|F8W6P5_HUMAN	10	TRUE	12	GST	GppNHp
Pro-interleukin-16 (Fragment) OS=Homo sapiens GN=IL16 PE=4 SV=1	tr|H3BVH5|H3BVH5_HUMAN	130	NA	17	GST	GppNHp
50S ribosomal protein L10 OS=Escherichia coli GN=rplJ PE=3 SV=1	tr|C3SIB7|C3SIB7_ECOLX	18	NA	0	GST	GppNHp
Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=4 SV=1	REVtr|A6NI12|A6NI12_HUMAN	60	NA	0	GST	GppNHp
DNA-directed RNA polymerase subunit alpha OS=Escherichia coli GN=rpoA PE=3 SV=1	tr|C3SR67|C3SR67_ECOLX	37	NA	0	GST	GppNHp
Nucleoid-associated protein YejK OS=Escherichia coli GN=yejK PE=3 SV=1	tr|C3T3H2|C3T3H2_ECOLX	38	NA	0	GST	GppNHp
Ankyrin repeat and SAM domain-containing protein 1A OS=Homo sapiens GN=ANKS1A PE=2 SV=1	tr|B4DQW8|B4DQW8_HUMAN	34	NA	2	GST	GppNHp
SPOC domain-containing protein 1 OS=Homo sapiens GN=SPOCD1 PE=4 SV=1	tr|E9PPM7|E9PPM7_HUMAN	71	NA	0	GST	GppNHp
Citron Rho-interacting kinase (Fragment) OS=Homo sapiens GN=CIT PE=4 SV=1	tr|H7BYJ3|H7BYJ3_HUMAN	187	TRUE	0	GST	GppNHp
Flagellar P-ring protein OS=Escherichia coli GN=flgI PE=3 SV=1	tr|E2QKG4|E2QKG4_ECOLX	38	NA	0	GST	GppNHp
Non-POU domain-containing octamer-binding protein OS=Homo sapiens GN=NONO PE=4 SV=1	tr|F5GYZ3|F5GYZ3_HUMAN	44	TRUE	12	GST	GppNHp
Ras-related protein Rab-1A OS=Homo sapiens GN=RAB1A PE=3 SV=1	tr|E7END7|E7END7_HUMAN	19	TRUE	0	GST	GppNHp
Protein translocase subunit SecD OS=Escherichia coli GN=secD PE=3 SV=1	REVtr|E2QGF2|E2QGF2_ECOLX	67	NA	0	GST	GppNHp
Elongation factor 1-alpha 1 (Fragment) OS=Homo sapiens GN=EEF1A1 PE=4 SV=1	tr|A6PW80|A6PW80_HUMAN	12	NA	8	GST	GppNHp
60 kDa chaperonin OS=Escherichia coli GN=mopA PE=2 SV=1	tr|Q548M1|Q548M1_ECOLX	57	NA	0	GST	GppNHp
Formate acetyltransferase 1 OS=Escherichia coli GN=pflB PE=3 SV=1	tr|E2QJB4|E2QJB4_ECOLX	85	NA	0	GST	GppNHp
ATP-citrate synthase OS=Homo sapiens GN=ACLY PE=2 SV=1	tr|B4E3P0|B4E3P0_HUMAN	91	NA	11	GST	GppNHp
Ubiquinone/menaquinone biosynthesis methyltransferase ubiE OS=Escherichia coli GN=ubiE PE=3 SV=1	tr|E2QI28|E2QI28_ECOLX	28	NA	0	GST	GppNHp
Protease do OS=Escherichia coli GN=degP PE=4 SV=1	tr|E2QF90|E2QF90_ECOLX	49	TRUE	0	GST	GppNHp
Putative uncharacterized protein OS=Escherichia coli GN=LF82_035 PE=4 SV=1	REVtr|E2QG14|E2QG14_ECOLX	52	TRUE	0	GST	GppNHp
Signal peptide, CUB and EGF-like domain-containing protein 2 OS=Homo sapiens GN=SCUBE2 PE=4 SV=1	REVtr|E7EQD6|E7EQD6_HUMAN	113	TRUE	0	GST	GppNHp
UvrABC system protein A OS=Escherichia coli GN=uvrA PE=3 SV=1	tr|C3SHF7|C3SHF7_ECOLX	104	TRUE	0	GST	GppNHp
50S ribosomal protein L13 OS=Escherichia coli GN=rplM PE=3 SV=1	tr|C3SRX7|C3SRX7_ECOLX	16	TRUE	0	GST	GppNHp
Nebulin OS=Homo sapiens GN=NEB PE=4 SV=1	REVtr|F8WCP0|F8WCP0_HUMAN	987	TRUE	0	GST	GppNHp
Peptidase OS=Escherichia coli GN=LF82_240 PE=4 SV=1	REVtr|E2QM42|E2QM42_ECOLX	38	TRUE	0	GST	GppNHp
Enolase (Fragment) OS=Homo sapiens GN=ENO3 PE=3 SV=1	tr|E5RGZ4|E5RGZ4_HUMAN	30	TRUE	20	GST	GppNHp
Dynein heavy chain 8, axonemal OS=Homo sapiens GN=DNAH8 PE=4 SV=1	tr|H0Y7V4|H0Y7V4_HUMAN	479	NA	0	GST	GppNHp
Keratin, type II cytoskeletal 4 OS=Homo sapiens GN=KRT4 PE=3 SV=1	tr|F5H8K9|F5H8K9_HUMAN	54	TRUE	3	GST	GppNHp
Heat shock protein HSP 90-beta (Fragment) OS=Homo sapiens GN=HSP90AB1 PE=4 SV=1	tr|H0Y6E4|H0Y6E4_HUMAN	17	TRUE	14	GST	GppNHp
Coronin OS=Homo sapiens GN=CORO7 PE=2 SV=1	tr|B3KSY4|B3KSY4_HUMAN	77	TRUE	11	GST	GppNHp
Phosphoenolpyruvate synthase OS=Escherichia coli GN=pps PE=3 SV=1	tr|E2QMR3|E2QMR3_ECOLX	87	NA	0	GST	GppNHp
Dynamin-2 OS=Homo sapiens GN=DNM2 PE=3 SV=1	tr|F5H4R9|F5H4R9_HUMAN	98	TRUE	16	GST	GppNHp
Calponin-2 OS=Homo sapiens GN=CNN2 PE=2 SV=1	tr|B4DDF4|B4DDF4_HUMAN	33	TRUE	9	GST	GppNHp
Hematopoietic lineage cell-specific protein OS=Homo sapiens GN=HCLS1 PE=4 SV=1	tr|E7EVW7|E7EVW7_HUMAN	50	TRUE	16	GST	GppNHp
Site-determining protein OS=Escherichia coli GN=minD PE=3 SV=1	tr|Q2LD72|Q2LD72_ECOLX	30	NA	0	GST	GppNHp
Homer protein homolog 3 OS=Homo sapiens GN=HOMER3 PE=4 SV=1	tr|E9PCW9|E9PCW9_HUMAN	36	TRUE	0	GST	GppNHp
30S ribosomal protein S1 OS=Escherichia coli GN=rpsA PE=3 SV=1	tr|C3TGB2|C3TGB2_ECOLX	61	TRUE	0	GST	GppNHp
Ferrienterobactin receptor OS=Escherichia coli GN=fepA PE=3 SV=1	tr|E2QHE5|E2QHE5_ECOLX	82	TRUE	0	GST	GppNHp
Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=3 SV=1	tr|E9PBF6|E9PBF6_HUMAN	45	TRUE	0	GST	GppNHp
High mobility group protein B2 (Fragment) OS=Homo sapiens GN=HMGB2 PE=4 SV=1	tr|D6R9A6|D6R9A6_HUMAN	15	TRUE	3	GST	GppNHp
Eukaryotic initiation factor 4A-II OS=Homo sapiens GN=EIF4A2 PE=3 SV=1	tr|E7EQG2|E7EQG2_HUMAN	41	TRUE	23	GST	GppNHp
UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens GN=UGP2 PE=4 SV=1	tr|E7EUC7|E7EUC7_HUMAN	58	TRUE	16	GST	GppNHp
14-3-3 protein theta (Fragment) OS=Homo sapiens GN=YWHAQ PE=4 SV=1	tr|E9PG15|E9PG15_HUMAN	17	TRUE	2	GST	GppNHp
Serine/threonine-protein kinase MARK2 OS=Homo sapiens GN=MARK2 PE=4 SV=2	tr|E9PC69|E9PC69_HUMAN	87	TRUE	0	GST	GppNHp
Rho GTPase-activating protein 32 OS=Homo sapiens GN=ARHGAP32 PE=1 SV=1	sp|A7KAX9|RHG32_HUMAN	231	TRUE	0	GST	GppNHp
Filamin-A (Fragment) OS=Homo sapiens GN=FLNA PE=4 SV=1	tr|H0Y5F3|H0Y5F3_HUMAN	25	TRUE	8	GST	GppNHp
Macrophage-capping protein OS=Homo sapiens GN=CAPG PE=2 SV=1	tr|B4DU58|B4DU58_HUMAN	36	NA	19	GST	GppNHp
Aldehyde-alcohol dehydrogenase OS=Escherichia coli GN=adhE PE=4 SV=1	tr|E2QLJ9|E2QLJ9_ECOLX	96	NA	0	GST	GppNHp
DNA gyrase subunit A OS=Escherichia coli GN=gyrA PE=3 SV=1	tr|E2QP97|E2QP97_ECOLX	97	TRUE	0	GST	GppNHp
30S ribosomal protein S13 OS=Escherichia coli GN=rpsM PE=3 SV=1	tr|C3SR52|C3SR52_ECOLX	13	NA	0	GST	GppNHp
Dynamin-1-like protein OS=Homo sapiens GN=DNM1L PE=3 SV=1	tr|G8JLD5|G8JLD5_HUMAN	80	TRUE	4	GST	GppNHp
Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=4 SV=1	tr|E7EVK4|E7EVK4_HUMAN	160	NA	0	GST	GppNHp
DNA-directed RNA polymerase OS=Homo sapiens GN=POLR2B PE=3 SV=2	tr|C9J2Y9|C9J2Y9_HUMAN (+1)	133	TRUE	0	GST	GppNHp
Diaphanous homolog 1 (Drosophila), isoform CRA_a OS=Homo sapiens GN=DIAPH1 PE=4 SV=1	tr|B9ZVX0|B9ZVX0_HUMAN (+3)	139	TRUE	3	GST	GppNHp
Transaldolase OS=Homo sapiens GN=TALDO1 PE=3 SV=1	tr|F2Z393|F2Z393_HUMAN	35	TRUE	7	GST	GppNHp
DNA mismatch repair protein MutS OS=Escherichia coli GN=mutS PE=3 SV=1	tr|E2QQI3|E2QQI3_ECOLX	95	TRUE	0	GST	GppNHp
RNA polymerase sigma factor OS=Escherichia coli GN=rpoD PE=3 SV=1	tr|E2QEB5|E2QEB5_ECOLX	70	TRUE	0	GST	GppNHp
E3 ubiquitin-protein ligase TRIM33 (Fragment) OS=Homo sapiens GN=TRIM33 PE=4 SV=1	tr|H0Y612|H0Y612_HUMAN	99	NA	0	GST	GppNHp
Mastermind-like protein 3 OS=Homo sapiens GN=MAML3 PE=4 SV=1	tr|E7EVW8|E7EVW8_HUMAN	122	TRUE	2	GST	GppNHp
AT rich interactive domain 1B (SWI1-like), isoform CRA_a OS=Homo sapiens GN=ARID1B PE=4 SV=1	tr|G3XAA0|G3XAA0_HUMAN	237	TRUE	0	GST	GppNHp
DNA topoisomerase OS=Escherichia coli GN=topA PE=3 SV=1	tr|E2QLN3|E2QLN3_ECOLX	97	TRUE	0	GST	GppNHp
Spectrin beta chain, non-erythrocytic 1 (Fragment) OS=Homo sapiens GN=SPTBN1 PE=4 SV=1	tr|F8W6C1|F8W6C1_HUMAN	81	TRUE	2	GST	GppNHp
Annexin OS=Homo sapiens GN=ANXA4 PE=2 SV=1	tr|B4DDF9|B4DDF9_HUMAN	27	NA	10	GST	GppNHp
Single-stranded DNA-binding protein OS=Escherichia coli GN=ssb PE=4 SV=1	tr|C3SHF2|C3SHF2_ECOLX	19	NA	0	GST	GppNHp
Peptidyl-prolyl cis-trans isomerase D OS=Escherichia coli GN=ppiD PE=4 SV=1	tr|Q3HSD9|Q3HSD9_ECOLX	68	NA	0	GST	GppNHp
Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=4 SV=1	tr|E7EU23|E7EU23_HUMAN	51	TRUE	19	GST	GppNHp
50S ribosomal protein L16 OS=Escherichia coli GN=rplP PE=3 SV=1	tr|C3SQX7|C3SQX7_ECOLX	15	NA	0	GST	GppNHp
Filamin-B OS=Homo sapiens GN=FLNB PE=4 SV=1	tr|E7EN95|E7EN95_HUMAN	256	TRUE	10	GST	GppNHp
Ewing sarcoma breakpoint region 1 OS=Homo sapiens GN=EWSR1 PE=4 SV=1	tr|B0QYK1|B0QYK1_HUMAN	63	NA	4	GST	GppNHp
Ryanodine receptor 2 OS=Homo sapiens GN=RYR2 PE=4 SV=1	REVtr|H0YGL9|H0YGL9_HUMAN	563	TRUE	0	GST	GppNHp
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens GN=GNB1 PE=2 SV=1	tr|B3KVK2|B3KVK2_HUMAN	26	TRUE	0	GST	GppNHp
Exportin-2 OS=Homo sapiens GN=CSE1L PE=4 SV=1	tr|F8W904|F8W904_HUMAN	104	TRUE	5	GST	GppNHp
Quinoprotein glucose dehydrogenase OS=Escherichia coli GN=gcd PE=4 SV=1	tr|E2QF54|E2QF54_ECOLX	87	NA	0	GST	GppNHp
Protein disulfide isomerase family A, member 3, isoform CRA_b OS=Homo sapiens GN=PDIA3 PE=3 SV=1	tr|G5EA52|G5EA52_HUMAN	55	TRUE	17	GST	GppNHp
CLIP-associating protein 2 OS=Homo sapiens GN=CLASP2 PE=4 SV=1	tr|E7EW49|E7EW49_HUMAN	166	TRUE	0	GST	GppNHp
Phosphomethylpyrimidine kinase OS=Escherichia coli GN=thiD PE=4 SV=1	tr|E2QNX1|E2QNX1_ECOLX	29	NA	0	GST	GppNHp
Serine transporter OS=Escherichia coli GN=sdac PE=4 SV=1	tr|E2QQP2|E2QQP2_ECOLX	47	NA	0	GST	GppNHp
Ras-related protein Rab-5A OS=Homo sapiens GN=RAB5A PE=2 SV=1	tr|B4DJA5|B4DJA5_HUMAN	22	TRUE	0	GST	GppNHp
G-protein-signaling modulator 3 OS=Homo sapiens GN=GPSM3 PE=4 SV=1	tr|E9PIP3|E9PIP3_HUMAN	18	NA	0	GST	GppNHp
Cysteine synthase OS=Escherichia coli GN=cysK PE=3 SV=1	tr|C3T137|C3T137_ECOLX	34	TRUE	0	GST	GppNHp
50S ribosomal protein L9 OS=Escherichia coli GN=rplI PE=3 SV=1	tr|C3SFP2|C3SFP2_ECOLX	16	TRUE	0	GST	GppNHp
50S ribosomal protein L17 OS=Escherichia coli GN=rplQ PE=3 SV=1	tr|C3SR72|C3SR72_ECOLX	14	NA	0	GST	GppNHp
Protein RTEL1-TNFRSF6B OS=Homo sapiens GN=RTEL1 PE=4 SV=1	tr|F6WH68|F6WH68_HUMAN	153	TRUE	0	GST	GppNHp
Ubiquitin-associated protein 2-like OS=Homo sapiens GN=UBAP2L PE=4 SV=1	tr|F8W726|F8W726_HUMAN	113	NA	0	GST	GppNHp
Zinc finger protein 521 OS=Homo sapiens GN=ZNF521 PE=4 SV=2	REVtr|H7BYU6|H7BYU6_HUMAN	140	TRUE	0	GST	GppNHp
Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens GN=HNRNPD PE=4 SV=1	tr|D6RAF8|D6RAF8_HUMAN	23	TRUE	8	GST	GppNHp
Penicillin-binding protein activator LpoA OS=Escherichia coli GN=yraM PE=3 SV=1	tr|E2QEI3|E2QEI3_ECOLX	73	NA	0	GST	GppNHp
Maltoporin OS=Escherichia coli GN=lamB PE=3 SV=1	tr|E2QJ66|E2QJ66_ECOLX	50	NA	0	GST	GppNHp
50S ribosomal protein L1 OS=Escherichia coli GN=rplA PE=3 SV=1	tr|C3SIC2|C3SIC2_ECOLX	25	NA	0	GST	GppNHp
Chaperonin containing TCP1, subunit 8 (Theta), isoform CRA_a OS=Homo sapiens GN=CCT8 PE=3 SV=1	tr|G5E9B2|G5E9B2_HUMAN	59	NA	19	GST	GppNHp
Beta-parvin OS=Homo sapiens GN=PARVB PE=4 SV=1	tr|B0QYM8|B0QYM8_HUMAN	38	TRUE	13	GST	GppNHp
30S ribosomal protein S9 OS=Escherichia coli GN=rpsI PE=3 SV=1	tr|C3SRY2|C3SRY2_ECOLX	15	TRUE	0	GST	GppNHp
2-octaprenyl-6-methoxyphenol hydroxylase OS=Escherichia coli GN=ubiH PE=4 SV=1	tr|E2QDP5|E2QDP5_ECOLX	42	TRUE	0	GST	GppNHp
Uncharacterized symporter ydjN OS=Escherichia coli GN=ydjN PE=4 SV=1	tr|E2QMT8|E2QMT8_ECOLX	49	NA	0	GST	GppNHp
Outer membrane protein assembly factor BamC OS=Escherichia coli GN=nlpB PE=3 SV=1	tr|E2QPV2|E2QPV2_ECOLX	37	NA	0	GST	GppNHp
Tropomyosin 1 (Alpha) isoform 7 OS=Homo sapiens GN=TPM1 PE=3 SV=1	tr|D9YZV8|D9YZV8_HUMAN	33	TRUE	0	GST	GppNHp
LPS-assembly protein LptD OS=Escherichia coli GN=imp PE=3 SV=1	tr|E2QEY5|E2QEY5_ECOLX	90	NA	0	GST	GppNHp
Actin-related protein 2/3 complex subunit 2 (Fragment) OS=Homo sapiens GN=ARPC2 PE=4 SV=1	tr|C9JTV5|C9JTV5_HUMAN (+1)	10	NA	14	GST	GppNHp
Lipoprotein OS=Escherichia coli GN=metQ PE=3 SV=1	tr|E2QFC5|E2QFC5_ECOLX	29	TRUE	0	GST	GppNHp
Exportin-7 OS=Homo sapiens GN=XPO7 PE=4 SV=1	tr|E9PEN8|E9PEN8_HUMAN	125	NA	0	GST	GppNHp
30S ribosomal protein S3 OS=Escherichia coli GN=rpsC PE=3 SV=1	tr|C3SQX2|C3SQX2_ECOLX	26	NA	0	GST	GppNHp
6-phosphofructokinase type C OS=Homo sapiens GN=PFKP PE=2 SV=1	tr|B1APP8|B1APP8_HUMAN	23	TRUE	0	GST	GppNHp
Succinyl-CoA ligase [ADP-forming] subunit beta OS=Escherichia coli GN=sucC PE=3 SV=1	tr|C3TIL2|C3TIL2_ECOLX	41	TRUE	0	GST	GppNHp
Ena/VASP-like protein OS=Homo sapiens GN=EVL PE=2 SV=1	tr|B7Z3I5|B7Z3I5_HUMAN	42	TRUE	14	GST	GppNHp
Transcription-repair-coupling factor OS=Escherichia coli GN=mfd PE=4 SV=1	tr|E2QKJ8|E2QKJ8_ECOLX	130	NA	0	GST	GppNHp
Uncharacterized protein OS=Escherichia coli GN=yibN PE=4 SV=1	tr|C3UV71|C3UV71_ECOLX	16	NA	0	GST	GppNHp
Putative uncharacterized protein OS=Escherichia coli GN=LF82_018 PE=3 SV=1	tr|E2QFZ7|E2QFZ7_ECOLX	100	TRUE	0	GST	GppNHp
26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=4 SV=1	tr|E7EW34|E7EW34_HUMAN (+1)	86	TRUE	6	GST	GppNHp
Proline/betaine transporter OS=Escherichia coli GN=proP PE=4 SV=1	tr|E2QK03|E2QK03_ECOLX	55	NA	0	GST	GppNHp
Coatomer subunit beta (Fragment) OS=Homo sapiens GN=COPB1 PE=4 SV=1	tr|E9PP73|E9PP73_HUMAN	56	TRUE	7	GST	GppNHp
50S ribosomal protein L22 OS=Escherichia coli GN=rplV PE=3 SV=1	tr|C3SQW7|C3SQW7_ECOLX	12	NA	0	GST	GppNHp
Collagen alpha-1(III) chain OS=Homo sapiens GN=COL3A1 PE=1 SV=1	REVtr|E7ENY8|E7ENY8_HUMAN	112	NA	0	GST	GppNHp
A/G-specific adenine glycosylase OS=Escherichia coli GN=mutY PE=4 SV=1	tr|E2QDV0|E2QDV0_ECOLX	39	NA	0	GST	GppNHp
RNA-binding protein FUS OS=Homo sapiens GN=FUS PE=4 SV=1	tr|H3BPE7|H3BPE7_HUMAN	53	NA	2	GST	GppNHp
TRIO and F-actin-binding protein OS=Homo sapiens GN=TRIOBP PE=4 SV=1	tr|F8W6V6|F8W6V6_HUMAN	74	NA	9	GST	GppNHp
Cytochrome o ubiquinol oxidase subunit II OS=Escherichia coli GN=cyoA PE=4 SV=1	tr|E2QGH6|E2QGH6_ECOLX	35	NA	0	GST	GppNHp
ALOX5 protein OS=Homo sapiens GN=ALOX5 PE=2 SV=1	tr|B7ZLS0|B7ZLS0_HUMAN	72	NA	6	GST	GppNHp
50S ribosomal protein L24 OS=Escherichia coli GN=rplX PE=3 SV=1	tr|E2QFG6|E2QFG6_ECOLX	11	NA	0	GST	GppNHp
FRAS1-related extracellular matrix protein 1 OS=Homo sapiens GN=FREM1 PE=4 SV=1	REVtr|C9JT55|C9JT55_HUMAN	244	NA	2	GST	GppNHp
Lipoprotein acfD homolog OS=Escherichia coli GN=yghJ PE=4 SV=1	tr|E2QDY3|E2QDY3_ECOLX	167	NA	0	GST	GppNHp
Glucose-6-phosphate 1-dehydrogenase (Fragment) OS=Homo sapiens GN=G6PD PE=3 SV=1	tr|E7EM57|E7EM57_HUMAN (+1)	37	TRUE	7	GST	GppNHp
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Fragment) OS=Homo sapiens GN=GNB1 PE=4 SV=1	tr|F6UT28|F6UT28_HUMAN	18	TRUE	0	GST	GppNHp
EH domain-containing protein 1 (Fragment) OS=Homo sapiens GN=EHD1 PE=4 SV=1	tr|C9JC03|C9JC03_HUMAN	43	TRUE	18	GST	GppNHp
Outer membrane protein assembly factor BamB OS=Escherichia coli GN=yfgl PE=3 SV=1	tr|E2QPX8|E2QPX8_ECOLX	42	TRUE	0	GST	GppNHp
Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens GN=NACA PE=4 SV=1	tr|E9PAV3|E9PAV3_HUMAN	205	NA	2	GST	GppNHp
Sensor protein PmrB OS=Escherichia coli GN=basS PE=4 SV=1	tr|E2QK04|E2QK04_ECOLX	41	NA	0	GST	GppNHp
HCG1983504, isoform CRA_f OS=Homo sapiens GN=TUBB3 PE=2 SV=1	tr|A8K854|A8K854_HUMAN	42	TRUE	41	GST	GppNHp
Annexin OS=Homo sapiens GN=ANXA6 PE=3 SV=3	tr|A6NN80|A6NN80_HUMAN	75	NA	9	GST	GppNHp
Chaperone protein HtpG OS=Escherichia coli GN=htpG PE=3 SV=1	tr|C3TLA7|C3TLA7_ECOLX	71	NA	0	GST	GppNHp
Coronin OS=Homo sapiens GN=CORO1B PE=3 SV=1	tr|E7EW44|E7EW44_HUMAN (+1)	32	TRUE	15	GST	GppNHp
Elongation factor 4 OS=Escherichia coli GN=lepA PE=3 SV=1	tr|E2QQ29|E2QQ29_ECOLX	67	TRUE	0	GST	GppNHp
ATP-dependent zinc metalloprotease FtsH OS=Escherichia coli GN=hflB PE=3 SV=1	tr|C3SSK2|C3SSK2_ECOLX	71	TRUE	0	GST	GppNHp
