long_id	uniprot	mw	is_grouping	spectral_count	bait	condition	z_score_spectral
Coatomer subunit gamma OS=Dictyostelium discoideum GN=copG PE=1 SV=1	sp|Q54HL0|COPG_DICDI	102	TRUE	10	RasC	Normal	-0.00704370627274154
Uricase OS=Dictyostelium discoideum GN=uox PE=3 SV=1	sp|Q54LT2|URIC_DICDI	33	NA	13	RasC	Normal	-0.254396923827881
60S ribosomal protein L17 OS=Dictyostelium discoideum GN=rpl17 PE=3 SV=1	sp|Q54NG2|RL17_DICDI	20	NA	10	RasC	Normal	-0.110772474924897
Putative uncharacterized protein gxcC OS=Dictyostelium discoideum GN=gxcC PE=4 SV=1	tr|Q54P24|Q54P24_DICDI	139	NA	12	RasC	Normal	-0.238438651727549
RuvB-like helicase 2 OS=Dictyostelium discoideum GN=rvb2 PE=3 SV=1	sp|Q54UW5|RUVB2_DICDI	52	NA	13	RasC	Normal	0.00891456582759003
Puromycin-sensitive aminopeptidase-like protein OS=Dictyostelium discoideum GN=psaB PE=4 SV=1	tr|Q55CY7|Q55CY7_DICDI	98	NA	14	RasC	Normal	-0.254396923827881
Phosphate acetyltransferase (EC 2.3.1.8)	sp|P0A9M8|PTA_ECOLI	77	NA	13	RasC	Normal	0.0328519739780874
Fructose-bisphosphate aldolase OS=Dictyostelium discoideum GN=fba PE=3 SV=1	sp|Q86A67|ALF_DICDI	39	NA	15	RasC	Normal	-0.110772474924897
Aminoadipic semialdehyde synthase OS=Dictyostelium discoideum GN=aass PE=4 SV=1	tr|Q54P64|Q54P64_DICDI	103	NA	12	RasC	Normal	-0.102793338874731
60S ribosomal protein L3 OS=Dictyostelium discoideum GN=rpl3 PE=1 SV=2	sp|P34113|RL3_DICDI	45	NA	11	RasC	Normal	-0.0389602504734047
Ras-related protein Rab-11A OS=Dictyostelium discoideum GN=rab11A PE=1 SV=1	sp|P36412|RB11A_DICDI	24	NA	16	RasC	Normal	0.0168937018777558
26S protease regulatory subunit 6A homolog OS=Dictyostelium discoideum GN=psmC3 PE=1 SV=1	sp|Q54PN7|PRS6A_DICDI	47	TRUE	14	RasC	Normal	0.0328519739780874
Asparaginyl-tRNA synthetase, cytoplasmic OS=Dictyostelium discoideum GN=asnS1 PE=1 SV=1	sp|Q554D9|SYNC_DICDI	75	NA	16	RasC	Normal	-0.222480379627218
26S protease regulatory subunit S10B OS=Dictyostelium discoideum GN=psmC6 PE=1 SV=1	sp|Q54PJ1|PRS10_DICDI	44	TRUE	16	RasC	Normal	0.00891456582759003
Probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Dictyostelium discoideum GN=mmsdh PE=3 SV=1	sp|Q54I10|MMSA_DICDI	57	NA	16	RasC	Normal	-0.190563835426555
AMP-dependent synthetase and ligase domain-containing protein OS=Dictyostelium discoideum GN=DDB_0205849 PE=1 SV=1	tr|Q54WL7|Q54WL7_DICDI	60	NA	14	RasC	Normal	-0.0948142028245652
Recoverin family protein DDB_G0274781 OS=Dictyostelium discoideum GN=DDB_G0274781 PE=3 SV=1	sp|Q86A72|Y4781_DICDI	25	TRUE	14	RasC	Normal	0.0408311100282532
Acyl-CoA oxidase OS=Dictyostelium discoideum GN=DDB_0169464 PE=4 SV=1	tr|Q75JL8|Q75JL8_DICDI	70	TRUE	14	RasC	Normal	0.0408311100282532
Propionyl-CoA carboxylase OS=Dictyostelium discoideum GN=pccB PE=4 SV=1	tr|Q8T131|Q8T131_DICDI	61	NA	14	RasC	Normal	-0.126730747025228
Dipeptidyl-peptidase 3 OS=Dictyostelium discoideum GN=dpp3-1 PE=3 SV=1	sp|Q557H1|DPP3_DICDI	78	NA	13	RasC	Normal	-0.318230012229207
Actin-18 OS=Dictyostelium discoideum GN=act18 PE=3 SV=3	sp|P07828|ACT18_DICDI	43	TRUE	86	RasC	Normal	0.168497286830906
60S ribosomal protein L23a OS=Dictyostelium discoideum GN=rpl23a PE=3 SV=1	sp|Q54BQ3|RL23A_DICDI	18	TRUE	15	RasC	Normal	-0.0549185225737363
40S ribosomal protein S18 OS=Dictyostelium discoideum GN=rps18 PE=3 SV=1	sp|Q869U7|RS18_DICDI	18	NA	13	RasC	Normal	-0.0549185225737363
Mitochondrial-processing peptidase subunit beta OS=Dictyostelium discoideum GN=mppB PE=1 SV=1	sp|Q4W6B5|MPPB_DICDI	53	NA	13	RasC	Normal	-0.246417787777715
Guanine nucleotide-binding protein subunit beta-like protein OS=Dictyostelium discoideum GN=gpbB PE=1 SV=2	sp|P46800|GBLP_DICDI	36	NA	17	RasC	Normal	-0.270355195928212
50S ribosomal protein L1.	sp|P0A7L0|RL1_ECOLI	25	NA	16	RasC	Normal	0.0727476542289163
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0168140 PE=4 SV=1	tr|Q557C7|Q557C7_DICDI	176	TRUE	10	RasC	Normal	-0.238438651727549
60S ribosomal protein L28 OS=Dictyostelium discoideum GN=rpl28 PE=2 SV=1	sp|Q9GS21|RL28_DICDI	14	NA	10	RasC	Normal	-0.0309811144232389
Calcium-dependent cell adhesion molecule 1 OS=Dictyostelium discoideum GN=cadA PE=1 SV=1	sp|P54657|CAD1_DICDI	24	NA	15	RasC	Normal	-0.876769535740812
1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase OS=Dictyostelium discoideum GN=plc PE=2 SV=1	sp|Q02158|PLC_DICDI	91	NA	11	RasC	Normal	0.0168937018777558
Phosphoglycerate kinase (EC 2.7.2.3).	sp|P0A799|PGK_ECOLI	41	NA	14	RasC	Normal	0.0408311100282532
Phenylalanine-4-hydroxylase OS=Dictyostelium discoideum GN=pah PE=1 SV=1	sp|Q54XS1|PH4H_DICDI	50	NA	15	RasC	Normal	-0.00704370627274154
Flavohemoprotein A OS=Dictyostelium discoideum GN=fhbA PE=2 SV=1	sp|Q9UAG7|FHBA_DICDI	44	NA	14	RasC	Normal	-0.19854297147672
Ras guanine nucleotide exchange factor F OS=Dictyostelium discoideum GN=gefF PE=2 SV=1	sp|Q54C94|GEFF_DICDI	126	NA	6	RasC	Normal	-0.0150228423229073
Ras-related protein Rab-1A OS=Dictyostelium discoideum GN=rab1A PE=2 SV=2	sp|P34139|RAB1A_DICDI	23	TRUE	15	RasC	Normal	-0.110772474924897
Conditioned medium factor receptor 1 OS=Dictyostelium discoideum GN=cmfB PE=1 SV=1	sp|Q9U641|CMFB_DICDI	56	NA	14	RasC	Normal	-0.134709883075394
60S ribosomal protein L6 OS=Dictyostelium discoideum GN=rpl6 PE=1 SV=1	sp|Q54D63|RL6_DICDI	26	NA	9	RasC	Normal	-0.102793338874731
Enolase (EC 4.2.1.11) (2-phosphoglycerat	sp|P0A6P9|ENO_ECOLI	46	NA	14	RasC	Normal	0.0567893821285848
Aldehyde dehydrogenase OS=Dictyostelium discoideum GN=DDB_G0270028 PE=4 SV=1	tr|Q55CJ9|Q55CJ9_DICDI	54	TRUE	11	RasC	Normal	0.0168937018777558
Aldehyde dehydrogenase OS=Dictyostelium discoideum GN=DDB_G0276305 PE=3 SV=1	tr|Q551V0|Q551V0_DICDI	69	NA	8	RasC	Normal	-0.0708767946740678
Acetyl-CoA carboxylase OS=Dictyostelium discoideum GN=accA PE=3 SV=1	sp|Q54J08|ACAC_DICDI	257	NA	11	RasC	Normal	-0.334188284329539
Tyrosine-tRNA ligase OS=Dictyostelium discoideum GN=tyrS PE=4 SV=1	tr|Q551A1|Q551A1_DICDI	44	NA	14	RasC	Normal	0.048810246078419
Alpha amylase domain-containing protein OS=Dictyostelium discoideum GN=gtr2 PE=4 SV=1	tr|Q75JH8|Q75JH8_DICDI	275	NA	11	RasC	Normal	-0.0150228423229073
Vacuolar sorting protein 35 OS=Dictyostelium discoideum GN=vps35 PE=3 SV=1	sp|Q54C24|VPS35_DICDI	89	TRUE	11	RasC	Normal	-0.0469393865235705
Actin-related protein 2 OS=Dictyostelium discoideum GN=arpB PE=1 SV=1	sp|O96621|ARP2_DICDI	44	NA	11	RasC	Normal	-0.118751610975063
Pyruvate kinase I (EC 2.7.1.40) (PK-1).	sp|P0AD61|KPYK1_ECOLI	51	NA	12	RasC	Normal	0.0408311100282532
Isocitrate dehydrogenase [NADP] cytoplasmic OS=Dictyostelium discoideum GN=idhC PE=1 SV=1	sp|Q75JR3|IDHC_DICDI	46	TRUE	19	RasC	Normal	-0.174605563326223
50S ribosomal protein L19.	sp|P0A7K6|RL19_ECOLI	13	TRUE	9	RasC	Normal	0.00891456582759003
30S ribosomal protein S7.	sp|P02359|RS7_ECOLI	20	NA	13	RasC	Normal	0.0248728379279216
60S ribosomal protein L8 OS=Dictyostelium discoideum GN=rpl8 PE=1 SV=2	sp|P13023|RL8_DICDI	28	NA	11	RasC	Normal	-0.254396923827881
V-type proton ATPase subunit E OS=Dictyostelium discoideum GN=vatE PE=1 SV=1	sp|O00780|VATE_DICDI	27	NA	12	RasC	Normal	-0.0549185225737363
40S ribosomal protein S3a OS=Dictyostelium discoideum GN=rps3a PE=3 SV=1	sp|Q54ZW5|RS3A_DICDI	30	NA	10	RasC	Normal	-0.286313468028544
Vacuolin-A OS=Dictyostelium discoideum GN=vacA PE=1 SV=1	sp|O15706|VACA_DICDI	66	TRUE	13	RasC	Normal	0.00891456582759003
Short-chain dehydrogenase/reductase family protein OS=Dictyostelium discoideum GN=DDB_0185652 PE=3 SV=1	tr|Q54QN6|Q54QN6_DICDI	27	NA	13	RasC	Normal	0.048810246078419
Uncharacterized abhydrolase domain-containing protein DDB_G0269086 OS=Dictyostelium discoideum GN=DDB_G0269086 PE=1 SV=2	sp|Q55EQ3|Y9086_DICDI	103	NA	12	RasC	Normal	-0.59749977398501
Probable succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial OS=Dictyostelium discoideum GN=oxct1 PE=3 SV=1	sp|Q54JD9|SCOT_DICDI	55	NA	12	RasC	Normal	0.000935429777424247
60S ribosomal protein L7a OS=Dictyostelium discoideum GN=rpl7a PE=1 SV=1	sp|Q54ZD1|RL7A_DICDI	32	NA	9	RasC	Normal	-0.166626427276057
Peptidase S8 and S53 domain-containing protein OS=Dictyostelium discoideum GN=V4-7 PE=4 SV=1	tr|Q54TD0|Q54TD0_DICDI	76	NA	13	RasC	Normal	-0.0708767946740678
RNA-binding region RNP-1 domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0284167 PE=4 SV=1	tr|Q54Q30|Q54Q30_DICDI	32	NA	12	RasC	Normal	-0.0628976586239021
GTP-binding protein Sar1A OS=Dictyostelium discoideum GN=sarA PE=1 SV=1	sp|Q559R0|SAR1A_DICDI	21	NA	13	RasC	Normal	-0.0150228423229073
60S ribosomal protein L14 OS=Dictyostelium discoideum GN=rpl14 PE=3 SV=1	sp|Q54Z09|RL14_DICDI	17	NA	11	RasC	Normal	-0.0788559307242336
Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Dictyostelium discoideum GN=pdhB PE=1 SV=1	sp|Q86HX0|ODPB_DICDI	39	NA	14	RasC	Normal	-0.14268901912556
50S ribosomal protein L10 (50S ribosomal	sp|P0A7J3|RL10_ECOLI	18	NA	10	RasC	Normal	0.0248728379279216
Rho-related protein rac1A OS=Dictyostelium discoideum GN=rac1A PE=1 SV=2	sp|P34144|RAC1A_DICDI	22	NA	13	RasC	Normal	-0.110772474924897
Seryl-tRNA synthetase, cytoplasmic OS=Dictyostelium discoideum GN=serS PE=1 SV=1	sp|Q7KWQ2|SYSC_DICDI	52	NA	12	RasC	Normal	-0.182584699376389
Aconitate hydratase 2 (EC 4.2.1.3) (Citr	sp|P36683|ACON2_ECOLI	94	TRUE	11	RasC	Normal	0.0328519739780874
Puromycin-sensitive aminopeptidase-like protein OS=Dictyostelium discoideum GN=psaA PE=4 SV=1	tr|Q55CT4|Q55CT4_DICDI	99	NA	13	RasC	Normal	-0.29429260407871
Myosin IB heavy chain OS=Dictyostelium discoideum GN=myoB PE=1 SV=2	sp|P34092|MYOB_DICDI	124	TRUE	15	RasC	Normal	0.0168937018777558
26S proteasome non-ATPase regulatory subunit 13 OS=Dictyostelium discoideum GN=psmD13 PE=2 SV=1	sp|Q54NQ0|PSD13_DICDI	44	NA	10	RasC	Normal	-0.0150228423229073
Fimbrin OS=Dictyostelium discoideum GN=fimA PE=2 SV=2	sp|P54680|FIMB_DICDI	67	NA	13	RasC	Normal	-0.374083964580368
Heat shock protein 88 OS=Dictyostelium discoideum GN=hspH PE=1 SV=1	sp|Q6TMK3|HSP88_DICDI	86	NA	9	RasC	Normal	-0.469833597182357
Ubiquitin carboxyl-terminal hydrolase OS=Dictyostelium discoideum GN=DDB_0217656 PE=3 SV=1	tr|Q553T4|Q553T4_DICDI	343	TRUE	10	RasC	Normal	-0.0230019783730731
Dual specificity protein kinase shkC OS=Dictyostelium discoideum GN=shkC PE=3 SV=1	sp|Q54Y55|SHKC_DICDI	57	NA	8	RasC	Normal	0.00891456582759003
26S protease regulatory subunit 4 homolog OS=Dictyostelium discoideum GN=psmC1 PE=1 SV=1	sp|Q55BV5|PRS4_DICDI	49	NA	10	RasC	Normal	-0.0150228423229073
Protease degQ precursor (EC 3.4.21.-).	sp|P39099|DEGQ_ECOLI	47	NA	9	RasC	Normal	0.0168937018777558
Mitochondrial-processing peptidase subunit alpha-2 OS=Dictyostelium discoideum GN=mppA2 PE=1 SV=1	sp|Q54F93|MPPA2_DICDI	48	NA	11	RasC	Normal	-0.278334331978378
Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Dictyostelium discoideum GN=pdhC PE=2 SV=2	sp|P36413|ODP2_DICDI	69	NA	10	RasC	Normal	-0.150668155175726
T-complex protein 1 subunit eta OS=Dictyostelium discoideum GN=cct7 PE=3 SV=1	sp|Q54ER7|TCPH_DICDI	61	NA	11	RasC	Normal	0.0248728379279216
Putative uncharacterized protein prdx5 OS=Dictyostelium discoideum GN=prdx5 PE=1 SV=1	tr|Q54N76|Q54N76_DICDI	18	NA	6	RasC	Normal	-0.206522107526886
Alkyl hydroperoxide reductase subunit C	sp|P0AE08|AHPC_ECOLI	21	NA	12	RasC	Normal	0.0408311100282532
Nucleoside diphosphate kinase, mitochondrial OS=Dictyostelium discoideum GN=ndkM PE=1 SV=2	sp|P34093|NDKM_DICDI	24	NA	11	RasC	Normal	-0.118751610975063
50S ribosomal protein L9.	sp|P0A7R1|RL9_ECOLI	16	NA	13	RasC	Normal	0.0408311100282532
50S ribosomal protein L11.	sp|P0A7J7|RL11_ECOLI	15	NA	13	RasC	Normal	0.0408311100282532
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189117 PE=4 SV=1	tr|Q54FH4|Q54FH4_DICDI	58	NA	8	RasC	Normal	-0.0868350667743994
5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Dictyostelium discoideum GN=metE PE=3 SV=1	sp|Q54X49|METE_DICDI	95	NA	10	RasC	Normal	-0.286313468028544
Coatomer subunit alpha OS=Dictyostelium discoideum GN=copa PE=3 SV=1	sp|Q55FR9|COPA_DICDI	139	TRUE	9	RasC	Normal	-0.0549185225737363
Probable transaldolase OS=Dictyostelium discoideum GN=tal PE=3 SV=1	sp|Q54UP4|TALDO_DICDI	36	TRUE	9	RasC	Normal	-0.0150228423229073
Small aggregate formation protein OS=Dictyostelium discoideum GN=smlA PE=2 SV=2	sp|P54661|SMLA_DICDI	33	NA	9	RasC	Normal	-0.214501243577052
Polyadenylate-binding protein 1-A OS=Dictyostelium discoideum GN=pabpc1A PE=1 SV=1	sp|Q54BM2|PAP1A_DICDI	63	NA	8	RasC	Normal	-0.190563835426555
40S ribosomal protein S6 OS=Dictyostelium discoideum GN=rps6 PE=1 SV=1	sp|Q54UU3|RS6_DICDI	26	TRUE	9	RasC	Normal	-0.254396923827881
Serine/threonine-protein phosphatase 2A regulatory subunit pppA OS=Dictyostelium discoideum GN=pppA PE=2 SV=1	sp|Q54QR9|2AAA_DICDI	65	NA	10	RasC	Normal	-0.0230019783730731
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189497 PE=4 SV=1	tr|Q55GC4|Q55GC4_DICDI	20	NA	9	RasC	Normal	-0.278334331978378
Pyruvate kinase OS=Dictyostelium discoideum GN=pyk PE=3 SV=1	sp|Q54RF5|KPYK_DICDI	55	TRUE	10	RasC	Normal	-0.102793338874731
NAD-dependent epimerase/dehydratase family protein OS=Dictyostelium discoideum GN=DDB_0167100 PE=1 SV=1	tr|Q86HU8|Q86HU8_DICDI	40	NA	9	RasC	Normal	-0.302271740128876
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189346 PE=4 SV=1	tr|Q55GT3|Q55GT3_DICDI	39	NA	10	RasC	Normal	-0.206522107526886
GrpE protein homolog, mitochondrial OS=Dictyostelium discoideum GN=grpE PE=3 SV=1	sp|Q54QF9|GRPE_DICDI	25	NA	7	RasC	Normal	0.000935429777424247
30S ribosomal protein S5.	sp|P0A7W1|RS5_ECOLI	17	NA	8	RasC	Normal	0.000935429777424247
T-complex protein 1 subunit beta OS=Dictyostelium discoideum GN=cct2 PE=1 SV=1	sp|Q54ES9|TCPB_DICDI	58	NA	9	RasC	Normal	0.0168937018777558
40S ribosomal protein S9 OS=Dictyostelium discoideum GN=rps9 PE=2 SV=1	sp|P14132|RS9_DICDI	21	NA	9	RasC	Normal	-0.102793338874731
50S ribosomal protein L20.	sp|P0A7L3|RL20_ECOLI	13	NA	7	RasC	Normal	0.000935429777424247
40S ribosomal protein S11 OS=Dictyostelium discoideum GN=rps11 PE=3 SV=1	sp|Q54S90|RS11_DICDI	18	TRUE	7	RasC	Normal	-0.0868350667743994
Luminal-binding protein 2 OS=Dictyostelium discoideum GN=bip2 PE=1 SV=1	sp|Q8T869|BIP2_DICDI	73	TRUE	10	RasC	Normal	-0.565583229784347
Calcium-regulated actin-bundling protein OS=Dictyostelium discoideum GN=abpB PE=1 SV=1	sp|P24005|ACTB_DICDI	33	NA	8	RasC	Normal	-0.326209148279373
Severin OS=Dictyostelium discoideum GN=sevA PE=1 SV=1	sp|P10733|SEVE_DICDI	40	NA	9	RasC	Normal	-0.0948142028245652
Type-3 glutamine synthetase OS=Dictyostelium discoideum GN=glnA3 PE=1 SV=1	sp|Q54WR9|GLNA3_DICDI	83	NA	11	RasC	Normal	-0.366104828530202
Probable importin-5 homolog OS=Dictyostelium discoideum GN=DDB_G0291650 PE=3 SV=1	sp|Q54EW3|IPO5_DICDI	120	NA	6	RasC	Normal	-0.0628976586239021
Peroxisomal multifunctional enzyme A OS=Dictyostelium discoideum GN=mfeA PE=2 SV=1	sp|Q9NKW1|MFEA_DICDI	46	NA	9	RasC	Normal	-0.0628976586239021
WD40 repeat-containing protein OS=Dictyostelium discoideum GN=wdr23 PE=4 SV=1	tr|Q54E28|Q54E28_DICDI	77	TRUE	7	RasC	Normal	-0.174605563326223
Actin-related protein 2/3 complex subunit 3 OS=Dictyostelium discoideum GN=arcC PE=1 SV=1	sp|O96624|ARPC3_DICDI	20	TRUE	8	RasC	Normal	-0.0628976586239021
Counting factor associated protein D OS=Dictyostelium discoideum GN=cfaD PE=1 SV=1	sp|Q54TR1|CFAD_DICDI	59	NA	8	RasC	Normal	0.000935429777424247
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204139 PE=1 SV=1	tr|Q54U38|Q54U38_DICDI	30	NA	9	RasC	Normal	0.00891456582759003
cAMP-regulated M3R protein OS=Dictyostelium discoideum GN=prtB PE=2 SV=4	sp|P11872|M3R_DICDI	58	TRUE	9	RasC	Normal	-0.0788559307242336
Probable flavin-containing monoamine oxidase A OS=Dictyostelium discoideum GN=maoA PE=3 SV=1	sp|Q54IT3|AOFA_DICDI	51	NA	8	RasC	Normal	-0.0788559307242336
Cortexillin-2 OS=Dictyostelium discoideum GN=ctxB PE=1 SV=1	sp|Q550R2|CTXB_DICDI	50	NA	10	RasC	Normal	-0.110772474924897
ATP synthase B chain (EC 3.6.3.14).	sp|P0ABA0|ATPF_ECOLI	17	NA	10	RasC	Normal	-0.0389602504734047
Alkyldihydroxyacetonephosphate synthase OS=Dictyostelium discoideum GN=eapA PE=1 SV=1	sp|O96759|ADAS_DICDI	69	NA	6	RasC	Normal	-0.0389602504734047
Probable glutamyl-tRNA synthetase, cytoplasmic OS=Dictyostelium discoideum GN=gluS PE=2 SV=1	sp|Q54KB8|SYEC_DICDI	86	NA	7	RasC	Normal	-0.118751610975063
Probable arginyl-tRNA synthetase, cytoplasmic OS=Dictyostelium discoideum GN=argS1 PE=3 SV=1	sp|Q558Z0|SYRC_DICDI	67	NA	7	RasC	Normal	-0.0230019783730731
Talin-B OS=Dictyostelium discoideum GN=talB PE=2 SV=1	sp|Q54K81|TALB_DICDI	278	NA	11	RasC	Normal	-1.01241484859363
Cullin-5 OS=Dictyostelium discoideum GN=culE PE=3 SV=1	sp|Q54XF7|CUL5_DICDI	87	TRUE	8	RasC	Normal	-0.0868350667743994
60S acidic ribosomal protein P0 OS=Dictyostelium discoideum GN=rplp0 PE=1 SV=2	sp|P22685|RLA0_DICDI	33	NA	10	RasC	Normal	-0.238438651727549
60S ribosomal protein L13 OS=Dictyostelium discoideum GN=rpl13 PE=3 SV=1	sp|Q54E20|RL13_DICDI	24	NA	9	RasC	Normal	-0.118751610975063
Fumarate hydratase, mitochondrial OS=Dictyostelium discoideum GN=fumH PE=3 SV=1	sp|Q54VA2|FUMH_DICDI	53	TRUE	6	RasC	Normal	-0.0628976586239021
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0205220 PE=4 SV=1	tr|Q54VB5|Q54VB5_DICDI	200	TRUE	6	RasC	Normal	-0.0230019783730731
Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Dictyostelium discoideum GN=sdhA PE=3 SV=1	sp|Q9U3X4|DHSA_DICDI	69	NA	10	RasC	Normal	-0.246417787777715
40S ribosomal protein S20 OS=Dictyostelium discoideum GN=rps20 PE=3 SV=1	sp|Q54Y41|RS20_DICDI	14	NA	11	RasC	Normal	-0.0549185225737363
Cortexillin-1 OS=Dictyostelium discoideum GN=ctxA PE=1 SV=1	sp|Q54HG2|CTXA_DICDI	51	NA	8	RasC	Normal	-0.166626427276057
Actin-related protein 3 OS=Dictyostelium discoideum GN=arpC PE=1 SV=1	sp|P42528|ARP3_DICDI	47	NA	10	RasC	Normal	-0.126730747025228
Leukotriene A-4 hydrolase OS=Dictyostelium discoideum GN=lkhA PE=2 SV=2	sp|P52922|LKHA4_DICDI	68	NA	9	RasC	Normal	-0.0948142028245652
60S ribosomal protein L9 OS=Dictyostelium discoideum GN=rpl9 PE=1 SV=2	sp|Q54XI5|RL9_DICDI	21	NA	7	RasC	Normal	-0.14268901912556
Cytosol aminopeptidase OS=Dictyostelium discoideum GN=lap PE=3 SV=1	sp|Q5V9F0|AMPL_DICDI	56	NA	9	RasC	Normal	-0.174605563326223
Adenosine kinase OS=Dictyostelium discoideum GN=adk PE=3 SV=2	sp|Q54MB5|ADK_DICDI	37	NA	6	RasC	Normal	-0.0549185225737363
60S ribosomal protein L5 OS=Dictyostelium discoideum GN=rpl5 PE=1 SV=1	sp|Q54XX3|RL5_DICDI	33	NA	9	RasC	Normal	-0.190563835426555
Bifunctional purine biosynthetic protein purD OS=Dictyostelium discoideum GN=purD PE=1 SV=1	sp|Q54GJ2|PUR2_DICDI	88	TRUE	8	RasC	Normal	-0.214501243577052
Protein CARMIL OS=Dictyostelium discoideum GN=carmil PE=1 SV=1	sp|Q95VZ3|CARML_DICDI	114	TRUE	4	RasC	Normal	-0.102793338874731
Tryptophan 2,3-dioxygenase OS=Dictyostelium discoideum GN=tdo PE=1 SV=1	sp|Q55DB4|T23O_DICDI	47	NA	9	RasC	Normal	-0.0708767946740678
Elongation factor Ts, mitochondrial OS=Dictyostelium discoideum GN=tsfm PE=3 SV=1	sp|Q54LV3|EFTS_DICDI	40	NA	4	RasC	Normal	-0.0469393865235705
Exportin-1 OS=Dictyostelium discoideum GN=xpo1 PE=3 SV=2	sp|Q54EV7|XPO1_DICDI	122	TRUE	7	RasC	Normal	-0.00704370627274154
Xaa-Pro dipeptidase OS=Dictyostelium discoideum GN=pepd PE=3 SV=1	sp|Q55E60|PEPD_DICDI	56	NA	7	RasC	Normal	-0.0868350667743994
Chaperone protein dnaJ (Heat shock prote	sp|P08622|DNAJ_ECOLI	41	NA	8	RasC	Normal	0.00891456582759003
Aspartate aminotransferase, cytoplasmic OS=Dictyostelium discoideum GN=aatB PE=3 SV=1	sp|Q54SF7|AATC_DICDI	49	TRUE	7	RasC	Normal	-0.166626427276057
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0187661 PE=4 SV=1	tr|Q54JS1|Q54JS1_DICDI	52	NA	5	RasC	Normal	-0.0150228423229073
Actin-binding protein F OS=Dictyostelium discoideum GN=abpF PE=1 SV=1	sp|Q54ET6|ABPF_DICDI	270	TRUE	8	RasC	Normal	-0.589520637934844
Formin-A OS=Dictyostelium discoideum GN=forA PE=1 SV=1	sp|Q54WH2|FORA_DICDI	135	TRUE	5	RasC	Normal	-0.126730747025228
26S protease regulatory subunit 8 OS=Dictyostelium discoideum GN=psmC5 PE=1 SV=2	sp|P34124|PRS8_DICDI	45	TRUE	9	RasC	Normal	0.000935429777424247
AAA ATPase domain-containing protein OS=Dictyostelium discoideum GN=rvb1 PE=4 SV=1	tr|Q54C28|Q54C28_DICDI	57	TRUE	8	RasC	Normal	0.00891456582759003
Lactose operon repressor.	sp|P03023|LACI_ECOLI	39	NA	9	RasC	Normal	-0.0230019783730731
AP-1 complex subunit gamma OS=Dictyostelium discoideum GN=ap1g1 PE=1 SV=1	sp|Q8I8U2|AP1G_DICDI	100	NA	7	RasC	Normal	-0.0230019783730731
Transaldolase B (EC 2.2.1.2).	sp|P0A870|TALB_ECOLI	35	NA	8	RasC	Normal	0.00891456582759003
F-actin-capping protein subunit alpha OS=Dictyostelium discoideum GN=acpB PE=1 SV=1	sp|P13022|CAPZA_DICDI	31	TRUE	9	RasC	Normal	-0.230459515677384
40S ribosomal protein S8 OS=Dictyostelium discoideum GN=rps8 PE=1 SV=1	sp|Q54E24|RS8_DICDI	24	NA	9	RasC	Normal	-0.0628976586239021
Cystathionine gamma-lyase OS=Dictyostelium discoideum GN=cysA PE=2 SV=1	sp|Q55DV9|CGL_DICDI	42	TRUE	9	RasC	Normal	-0.246417787777715
Formimidoyltransferase-cyclodeaminase OS=Dictyostelium discoideum GN=ftcd PE=3 SV=1	sp|Q54JL3|FTCD_DICDI	59	NA	7	RasC	Normal	-0.0868350667743994
60S ribosomal protein L22 1 OS=Dictyostelium discoideum GN=rpl22 PE=3 SV=1	sp|Q54JE3|RL221_DICDI	13	NA	8	RasC	Normal	-0.0549185225737363
Glucose-6-phosphate isomerase OS=Dictyostelium discoideum GN=gpi PE=3 SV=1	sp|Q5V9E9|G6PI_DICDI	63	NA	9	RasC	Normal	-0.0469393865235705
60S ribosomal protein L10a OS=Dictyostelium discoideum GN=rpl10a PE=3 SV=1	sp|Q86L05|RL10A_DICDI	24	NA	7	RasC	Normal	-0.0628976586239021
40S ribosomal protein S12 OS=Dictyostelium discoideum GN=rps12 PE=1 SV=1	sp|Q54PX9|RS12_DICDI	15	NA	8	RasC	Normal	-0.0948142028245652
Mannose-1-phosphate guanyltransferase beta OS=Dictyostelium discoideum GN=gmppB PE=2 SV=1	sp|Q54K39|GMPPB_DICDI	39	NA	7	RasC	Normal	0.000935429777424247
Cytochrome d ubiquinol oxidase subunit I	sp|P0ABJ9|CYDA_ECOLI	58	NA	6	RasC	Normal	-0.0549185225737363
